38.46154022	1	0	33
12.5	1	0	31
9.857142448	0	0	30
8.241758347	0	0	30
17.78846169	0	0	31
10.09615421	0	1	29
17.78846169	1	0	26
30.38461494	1	0	28
23.66863823	1	0	30
12.01923084	1	1	25
15.86538506	0	0	26
11.84615421	0	0	25
28.84615326	0	0	30
9.440909386	0	0	31
20.19230843	0	0	32
13.46153831	0	1	31
13.03418827	1	1	27
25.64102554	1	1	31
18.21862411	1	1	32
8.753846169	1	1	27
12.01923084	1	0	29
22.43589783	0	0	34
14.42307663	0	1	26
13.07692337	0	0	26
9.393750191	0	0	28
10.1796875	1	1	25
29.80769157	1	0	33
32.05128098	0	0	34
8.653845787	0	0	25
7.211538315	0	1	32
8.012820244	1	0	25
15.625	0	1	30
12.98076916	0	1	29
28.84615326	1	0	29
34.61538315	0	0	26
7.692307472	0	0	30
16.82692337	0	0	27
19.71153831	0	0	32
19.76495743	0	1	27
15.38461494	1	1	27
13.46153831	0	1	26
8.894230843	0	0	27
19.74038506	0	0	31
12.47401237	0	1	32
16.82788467	1	0	25
25.64102554	1	0	34
17.30769157	0	1	30
17.52136803	1	0	27
37.5	1	1	27
32.69230652	1	0	32
27.88461494	1	1	29
19.23077011	1	0	33
20.19230843	0	0	34
26.44230843	1	1	30
21.63461494	1	0	33
22.11538506	1	0	28
24.03846169	1	0	32
33.65384674	1	1	34
23.55769157	1	1	33
15.38461494	1	1	34
17.30769157	1	0	33
18.26922989	0	0	28
4.807692528	1	0	29
17.78846169	1	1	28
38.46154022	1	0	31
40.59828949	1	0	34
15	1	0	34
21.63461494	0	0	34
15.86538506	0	1	29
20.67307663	0	0	31
21.63461494	1	1	31
6.923077106	1	1	28
17.78846169	1	1	30
10.78799248	1	1	28
15.56076908	1	0	34
16.10577011	0	0	27
11.09467411	1	0	31
10.74113846	1	0	29
16.34615326	0	1	27
15.38461494	0	1	26
13.46153831	0	1	30
17.78846169	1	1	33
16.17994499	0	1	32
18.53146935	0	0	32
19.23077011	1	1	28
28.84615326	0	0	30
7.211538315	0	0	27
11.53846169	0	0	27
11	0	0	30
12.5	0	0	34
10.47570896	1	1	28
26.62721825	1	0	30
16.48351669	0	1	34
4.807692528	0	1	29
13.37792683	0	0	26
50.48077011	1	1	34
19.23077011	1	1	32
9.615385056	1	0	32
22.22222137	1	1	26
15	0	0	34
11.53846169	0	1	28
13.15384579	0	0	34
28.84615326	0	0	28
9.761538506	1	0	28
43.26922989	1	0	32
18.49112511	0	0	25
24.03846169	1	0	30
30.28846169	1	0	29
26.44230843	1	0	30
18.07692337	1	0	34
38.46154022	1	0	32
38.46154022	1	0	32
32.05128098	1	1	30
13.6217947	0	1	27
16.82692337	0	0	33
46.15384674	0	0	32
45	1	0	31
53.07692337	1	0	33
20.67307663	1	0	26
24.05200005	1	0	26
21.2550602	1	0	29
4.807692528	1	0	30
20.19230843	1	1	31
22.22222137	1	0	30
40.38461685	1	0	34
12.93706322	1	0	34
8.012820244	0	1	30
45.67307663	1	0	33
12.01923084	0	1	29
19.23077011	0	0	33
21.63461494	0	0	30
14.36923122	0	0	33
20.19230843	0	0	28
24.03846169	1	0	28
36.53845978	1	1	34
15.38461494	1	1	31
9.615385056	1	0	30
21.97802162	1	1	31
17.30769157	1	0	32
24.03846169	0	0	33
11.05865383	0	0	33
8.791209221	0	0	26
9.846154213	1	0	26
34.85577011	0	0	32
12.2863245	0	1	25
22.64957237	0	0	34
19.71153831	1	1	31
14.00560188	0	0	31
26.92307663	1	1	32
28.84615326	0	0	34
24.03846169	0	1	28
11.97916698	0	1	32
11.05769253	0	1	32
15.38461494	0	0	29
11.53846169	0	1	33
11.05769253	1	0	32
18.75	1	1	33
16.34615326	0	0	28
14.42307663	0	0	29
8.241758347	1	1	28
13.51351357	0	0	28
14.42307663	1	0	26
7.211538315	1	1	30
13.63636398	1	0	32
14.42307663	0	0	33
10.32966995	1	1	25
13.67521381	1	1	31
30.76922989	0	0	29
17.09401703	0	1	25
13.73626328	1	1	30
18.07692337	1	1	33
5.769230843	0	0	34
12.30769253	1	1	26
15.86538506	0	1	33
11.5	0	0	25
12.01923084	0	0	34
9.615385056	0	1	31
21.97802162	1	0	26
16.15384674	0	0	26
17.8571434	0	1	34
9.615385056	0	0	30
21.63461494	0	0	28
40.86538315	1	0	34
31.25	1	1	30
31.25	1	1	25
19.23077011	0	0	28
17.78846169	1	0	27
19.23077011	0	0	31
28.84615326	0	0	33
49.03845978	1	1	31
51.92307663	1	1	31
36.05769348	1	0	31
20.19230843	1	1	33
28.84615326	1	0	25
53.07692337	1	0	32
28.84615326	1	1	25
29.32692337	1	0	34
5.769230843	0	1	31
20.67307663	1	0	30
12.01923084	1	0	32
11.05769253	1	1	27
11.11111069	0	1	33
11	0	0	33
25.96153831	1	0	33
16.41650963	1	0	28
14.9572649	0	0	30
24.03846169	1	0	34
25.64102554	1	0	25
16.94139099	1	1	25
19.23077011	1	0	26
46.63461685	1	0	31
7.211538315	1	0	28
23.07692337	1	0	32
25	1	1	25
27.88461494	0	0	32
26.92307663	1	1	31
4.807692528	1	0	29
26.22377586	0	0	29
15.86538506	1	1	30
18.42948723	1	0	25
28.84615326	0	0	31
21.63461494	0	1	29
15.38461494	1	1	28
13.22115421	0	1	30
13.35470104	1	1	31
8.25	0	1	33
14.55301476	0	1	30
30.28846169	1	0	28
19.23077011	1	1	29
17.94871712	0	0	33
26.44230843	0	0	34
43.26922989	1	0	33
24.03846169	0	0	34
19.23077011	1	1	32
10.43956089	0	1	30
23.07692337	0	0	32
14.42307663	0	0	27
20.67307663	0	1	27
23.80952454	1	0	34
21.63461494	0	0	27
12.01923084	0	1	26
8.547008514	0	1	33
11.1336031	0	1	32
12.01923084	1	1	25
13.63636398	1	0	31
17.78846169	0	1	32
20.67307663	0	1	25
15	1	0	33
14.42307663	1	1	32
21.63461494	0	0	33
5.288461685	0	0	33
22.59615326	1	1	34
18.26922989	0	0	31
17.30769157	1	1	34
17.67151833	1	1	27
20.19230843	1	0	28
15.73426533	0	0	29
9.615385056	0	1	34
10.57692337	0	0	32
4.326922894	0	1	29
5.769230843	0	1	30
10.09615421	1	0	28
21.1428566	0	0	26
14.19413948	0	0	26
13.56275272	1	1	26
16.66666603	0	0	33
15	1	0	26
16.875	1	1	25
19.23077011	1	1	33
10.57692337	0	0	28
14.52991486	0	0	32
12.74509811	0	0	32
28.6764698	1	1	32
8	1	1	27
19.95192337	0	0	28
9.615385056	0	0	33
33.65384674	1	1	32
13.46153831	0	0	34
9.29487133	0	0	28
38.90876389	1	1	29
19.23077011	1	1	32
14.90480804	0	0	32
19.23077011	1	0	25
17.69230843	1	0	33
17.78846169	0	0	32
21.23931694	1	0	32
17.09401703	1	1	29
17.78846169	1	1	34
7.211538315	0	0	28
20.5128212	1	1	27
14.42307663	0	0	34
46.15384674	1	0	32
12.01923084	1	1	29
8.653845787	0	0	25
18.58974266	1	0	32
17.09401703	1	1	31
14.9572649	0	1	30
11.53846169	1	1	25
18.84615326	1	0	25
13.46153831	1	1	26
12.01923084	1	1	26
14.42307663	0	0	27
31.25	1	1	33
12.98076916	0	0	32
8.17307663	0	1	30
16.14635468	0	0	32
15.8740387	0	0	33
10.57692337	0	1	26
19.23077011	0	1	29
6.655769348	0	0	27
17.78846169	0	0	31
13.63636398	0	0	31
9.79020977	0	1	31
10.38461494	0	0	25
15.38461494	0	1	30
16.82692337	0	0	27
19.23077011	1	0	32
20.38461494	1	1	30
21.15384674	1	0	32
21.63461494	1	1	32
8.547008514	0	0	31
13.4640522	0	0	28
14.90384579	1	0	32
21.63461494	0	0	33
15	0	0	25
11.05769253	1	1	32
13	1	0	29
32.69230652	0	0	32
13.02083302	0	0	26
57.30769348	1	0	28
9.615385056	0	1	27
9.615385056	1	0	26
9.615385056	1	0	27
9.615385056	1	0	25
9.615385056	1	0	25
23.5	0	1	34
12.01923084	0	0	29
18.26922989	0	0	27
38.46154022	1	0	34
11	1	1	30
26.44230843	1	0	30
9.615385056	1	0	29
23.78542519	1	0	29
8.653845787	0	1	28
11.60000038	0	0	31
17.30769157	1	1	25
9.615385056	1	0	25
10	0	0	25
24.03846169	1	1	26
30.28846169	1	0	28
52	0	0	33
32.90598297	1	1	28
28.84615326	1	1	27
3.525640965	0	0	29
24.57202721	1	0	29
26.92307663	1	1	30
45.54655838	0	1	25
5.769230843	0	1	32
20.87912178	1	1	33
15.38461494	0	1	31
29.9145298	0	0	29
24.03846169	1	1	28
29.05982971	1	0	33
42.30769348	1	0	33
60.09615326	1	0	33
28.84615326	0	0	30
25.64102554	1	0	27
40.86538315	1	1	26
20.67307663	1	1	27
19.23077011	0	0	26
21.67832184	1	0	30
19.23077011	0	0	29
15.73426533	1	1	28
19.71153831	1	0	27
28.84615326	1	1	28
12.01923084	1	1	28
8.17307663	1	0	28
48.07692337	1	0	25
7.591093063	0	0	25
10.09615421	0	1	26
27.40384674	1	0	25
14.61538506	1	0	30
27.47252655	1	1	26
62.5	1	0	33
12.01923084	0	0	28
27.77777863	1	1	25
57.69230652	1	1	31
48.07692337	1	0	32
10.48387051	1	1	27
8.333333015	0	0	28
6.153846264	0	1	26
12.85714245	0	1	26
12.85714245	0	0	25
26.44230843	1	0	29
21.63461494	0	1	34
32.05128098	1	1	27
19.71153831	1	0	25
11.25	0	1	27
26.92307663	0	0	30
12.5	0	0	27
28.84711456	1	1	34
17.94871712	1	1	32
21.91413307	1	1	30
14.42307663	0	0	34
12.01923084	0	0	28
